Movie,Distributor,Genre,RunTime,MPAA,Budget,ForeignSale
Goodfellas,Warner Bros.,Crime Drama,146,R,,
Marked for Death,Fox,Action,94,R,,11924540
Robocop 2,Orion Pictures,Sci-Fi Action,117,R,,
The Jungle Book (re-issue) (1990),Buena Vista,Animation,78,G,,
Young Guns II,Fox,Western,104,PG-13,,
Gremlins 2:The New Batch,Warner Bros.,Horror Comedy,107,PG-13,,
Rocky V,United Artists,Sports Drama,111,PG-13,,79000000
Joe Versus the Volcano,Warner Bros.,Romantic Comedy,102,PG,,
Postcards from the Edge,Columbia,Comedy / Drama,102,R,,
Mermaids,Orion Pictures,Drama,110,PG-13,,
Darkman,Universal,Action Horror,96,R,,15000000
Air America,TriStar,Action Comedy,113,R,,2407668
Predator 2,Fox,Action Horror,108,R,,26450905
Green Card,Buena Vista,Romantic Comedy,107,PG-13,,
Pacific Heights,Fox,Thriller,102,R,,15544750
Child's Play 2,Universal,Horror,84,R,,7262000
The Rescuers Down Under,Buena Vista,Animation,77,G,,
Internal Affairs,Paramount,Crime Thriller,117,R,,
Cadillac Man,Orion Pictures,Comedy / Drama,97,R,,
Memphis Belle,Warner Bros.,War,107,PG-13,,
House Party,New Line,Comedy,100,R,,
Jacob's Ladder,TriStar,Horror Thriller,116,R,,
The Exorcist III,Fox,Horror,105,R,,12925427
Fantasia (Re-issue) (1990),Buena Vista,Animation,125,G,,
Navy Seals,Orion Pictures,Action,113,R,,
Ernest Goes to Jail,Buena Vista,Comedy,81,PG,,
Ghost Dad,Universal,Fantasy Comedy,84,PG,,714000
My Blue Heaven,Warner Bros.,Crime Comedy,96,PG-13,,
The Russia House,MGM,Thriller,123,R,,
The First Power,Orion Pictures,Action Horror,98,R,,
The Rookie (1990),Warner Bros.,Action Comedy,121,R,,
The Freshman,TriStar,Comedy,102,PG,,
The Adventures of Ford Fairlane,Fox,Action Comedy,104,R,,
Quigley Down Under,MGM,Western,120,PG-13,,
Madhouse,Orion Pictures,Comedy,91,PG-13,,
Hamlet (1990),Warner Bros.,Period Drama,135,PG,,
Jetsons:The Movie,Universal,Animation,82,G,,
Stella,Buena Vista,Drama,109,PG-13,,
Taking Care of Business,Buena Vista,Comedy,108,R,,
Betsy's Wedding,Buena Vista,Comedy,106,R,,
Duck Tales:The Movie,Buena Vista,Animation,74,G,,
Sibling Rivalry,Columbia,Comedy,87,PG-13,,
White Palace,Universal,Romance,103,R,,
The Guardian (1990),Universal,Horror,92,R,,
Death Warrant,MGM,Action,89,R,,
Tremors,Universal,Horror Comedy,95,PG-13,,
Tales From the Darkside:The Movie,Paramount,Horror,93,R,,
Men at Work,Triumph,Comedy,98,PG-13,,
I Love You to Death,TriStar,Crime Comedy,97,R,,
Mo' Better Blues,Universal,Music Drama,130,R,,
Avalon,Triumph,Period Drama,128,R,,
The Bonfire of the Vanities,Warner Bros.,Comedy,126,R,47000000,
Revenge,Columbia,Romantic Thriller,123,R,,
Reversal of Fortune,Warner Bros.,Drama / Thriller,112,R,,
Mr. Destiny,Buena Vista,Fantasy Comedy,110,PG-13,,
Spaced Invaders,Buena Vista,Sci-Fi Comedy,100,PG,,
Quick Change,Warner Bros.,Crime Comedy,88,R,,
Fire Birds,Buena Vista,Action,87,PG-13,,
Wild at Heart,Samuel Goldwyn,Crime Comedy,124,R,,
The Lord of the Flies,Columbia,Adventure,90,R,,
The Grifters,Miramax,Crime Drama,100,R,,
Crazy People,Paramount,Comedy,91,R,,
Bad Influence,Triumph,Thriller,99,R,,
Cinema Paradiso,Miramax,Foreign,123,PG,,
Graveyard Shift,Paramount,Horror,88,R,,
Henry & June,Universal,Romance,137,NC-17,,11905000
Pump Up the Volume,New Line,Drama,105,R,,
Opportunity Knocks,Universal,Comedy,93,PG-13,,
Q & A,TriStar,Crime Drama,132,R,,
Wild Orchid,Triumph,Romance,112,R,,
Nuns on the Run,Fox,Comedy,89,PG-13,,
Narrow Margin,TriStar,Thriller,99,R,,
The Witches,Warner Bros.,Family Adventure,91,PG,,
Adventures of Milo and Otis (Re-issue),Columbia,Family Adventure,75,G,,
The Two Jakes,Paramount,Crime Thriller,137,R,,
Miami Blues,Orion Pictures,Crime Comedy,96,R,,
Havana,Universal,Romance,145,R,40000000,
Nightbreed,Fox,Horror,102,R,,
Ski Patrol,Triumph,Sports Comedy,88,PG,,
Cry-Baby,Universal,Musical,92,PG,,
Blue Steel,MGM,Thriller,104,R,,
Funny About Love,Paramount,Romantic Comedy,101,PG-13,,
"The Cook, The Thief, His Wife and Her Lover",Miramax,Drama,124,NC-17,,
Mr. & Mrs. Bridge,Miramax,Period Drama,125,PG-13,,
Alice,Orion Pictures,Fantasy Comedy,106,PG-13,,
Almost an Angel,Paramount,Comedy,96,PG,,
Delta Force 2:Operation Stranglehold,MGM,Action,111,R,,
Flashback,Paramount,Action Comedy,108,R,,
The Gods Must Be Crazy II,Columbia,Comedy,97,PG,,
Men Don't Leave,Warner Bros.,Drama,113,PG-13,,
Night of the Living Dead,Columbia,Horror,88,R,,
Cyrano de Bergerac,Orion Classics,Foreign,135,PG,,
Stanley & Iris,MGM,Romance,104,PG-13,,
Leatherface:The Texas Chainsaw Massacre III,New Line,Horror,81,R,,
Hardware,Miramax,Sci-Fi Horror,94,R,,
Loose Cannons,TriStar,Action Comedy,94,R,,
Miller's Crossing,Fox,Crime Drama,115,R,,
The Handmaid's Tale,Cinecom,Drama,109,R,,
The Long Walk Home,Miramax,Drama,97,PG,,
Longtime Companion,Samuel Goldwyn,Drama,100,R,,
Graffiti Bridge,Warner Bros.,Music Drama,91,PG-13,,
I Come in Peace,Triumph,Sci-Fi Action,91,R,,
Lisa,United Artists,Thriller,93,PG-13,,
Lambada,Warner Bros.,Music Drama,104,PG,,
China Cry:A True Story,Penland,Period Drama,101,PG-13,,
Heart Condition,New Line,Fantasy Comedy,100,R,,
Tie Me Up! Tie Me Down!,Miramax,Foreign,101,NC-17,,
Mountains of the Moon,TriStar,Historical Drama,136,R,,
Short Time,Fox,Action Comedy,97,PG-13,,
"Welcome Home, Roxy Carmichael",Paramount,Comedy / Drama,96,PG-13,,
The Lemon Sisters,Miramax,Comedy / Drama,92,PG-13,,
A Shock to the System,Corsair,Comedy Thriller,88,R,,
Metropolitan,New Line,Comedy / Drama,98,PG-13,230000,
Desperate Hours (1990),MGM,Thriller,105,R,,
Blind Fury,TriStar,Action,86,R,,
"After Dark, My Sweet",Avenue Pict.,Romantic Thriller,114,R,,
King of New York,New Line,Crime Drama,103,R,,
Impulse (1990),Warner Bros.,Thriller,109,R,,
Class of 1999,Taurus Ent.,Sci-Fi Horror,99,R,,
Body Chemistry,Concorde,Romantic Thriller,85,R,,
Downtown,Fox,Action Comedy,96,R,,
"White Hunter, Black Heart",Warner Bros.,Period Adventure,112,PG,,
The Nasty Girl,Miramax,Foreign,92,PG-13,,
Texasville,Columbia,Drama,126,R,,
Vincent and Theo,Hemdale,Period Drama,140,PG-13,,
Def by Temptation,Troma,Horror Comedy,95,R,,
Eating,Rainbow Releasing,Comedy / Drama,110,R,,
The Sheltering Sky,Warner Bros.,Drama,138,R,,
The Krays,Miramax,Crime Drama,119,R,,
Akira Kurosawa's Dreams,Warner Bros.,Foreign,120,PG,,
State of Grace,Orion Pictures,Crime Drama,134,R,,
The Forbidden Dance,Columbia,Music Drama,97,PG-13,,
Tune in Tomorrow,Cinecom,Romantic Comedy,108,PG-13,,
The Nutcracker Prince,Warner Bros.,Animation,73,G,,
Too Beautiful For You,Orion Classics,Foreign,93,R,,
Last Exit to Brooklyn,Cinecom,Drama,103,R,,
The Rain Killer,Concorde,Unknown,94,R,,
Brain Dead,Concorde,Horror Thriller,85,R,,
Jesus of Montreal,Orion Classics,Foreign,120,R,,
May Fools,Orion Classics,Foreign,118,R,,
The Haunting of Morella,Concorde,Unknown,82,R,,
The Last of the Finest,Orion Pictures,Action / Crime,106,R,,
Streets,Concorde,Drama / Thriller,83,R,,
A Cry in the Wild,Concorde,Family Adventure,95,PG,,
The Field,Avenue Pict.,Period Drama,107,PG-13,,
Love at Large,Orion Pictures,Unknown,97,R,,
Monsieur Hire,Orion Classics,Foreign,79,PG-13,,
Courage Mountain,Triumph,Family Adventure,99,PG,,
Repossessed,New Line,Horror Comedy,89,PG-13,,
Daddy's Dyin'... Who's Got the Will?,MGM,Comedy,95,PG-13,,
Everybody Wins,Orion Pictures,Drama / Thriller,97,R,,
The Fourth War,Cannon Films,War Drama,91,R,,
The Hot Spot,Orion Pictures,Romantic Thriller,130,R,,
Bloodfist 2,Concorde,Action,85,R,,
The 3rd Animation Celebration,EXP Ent.,Animation,,Unrated,,
Robot Jox,Triumph,Sci-Fi Action,85,PG,,
Slumber Party Massacre 3,Concorde,Horror,87,R,,
The Icicle Thief,Aries Films,Foreign,88,Unrated,,
Vital Signs,Fox,Drama,103,R,,
Without You I'm Nothing,New Line,Concert,90,R,,
Don't Tell Her It's Me,Hemdale,Romantic Comedy,102,PG-13,,
To Sleep With Anger,Samuel Goldwyn,Drama,101,PG,,
Where the Heart Is (1990),Buena Vista,Comedy,97,R,,
Hidden Agenda,Hemdale,Drama / Thriller,106,R,,
Corporate Affairs,Concorde,Comedy,82,R,,
Come See the Paradise,Fox,War Drama,138,R,,
Sweetie,Avenue Pict.,Drama,99,R,,
The Blood of Heroes,New Line,Sci-Fi Action,90,R,,
Angel Town,Taurus Ent.,Action,102,R,,
Waiting for the Light,Triumph,Comedy,94,PG,,
C'est La Vie,Samuel Goldwyn,Foreign,110,Unrated,,
Listen Up:The Lives of Quincy Jones,Warner Bros.,Documentary,115,PG-13,,
The 22nd Tournee of Animation,EXP Ent.,Animation,115,Unrated,,
Strapless,Miramax,Romance,99,R,,
Coupe de Ville,Universal,Comedy,99,PG-13,,
The Return of Superfly,Triton,Action / Crime,95,R,,
Henry:Portrait of a Serial Killer,Greycat,Horror Thriller,83,Unrated,,
Overexposed,Concorde,Unknown,,R,,
Rosalie Goes Shopping,Four Seasons,Comedy,94,PG,,
Strike It Rich,Miramax,Comedy,84,PG,,
The Tall Guy,Miramax,Unknown,92,R,,
Frankenstein Unbound,Fox,Unknown,82,R,,
Chattahoochee,Hemdale,Unknown,97,R,,
Frankenhooker,Shapiro-Glickenhaus,Horror Comedy,85,R,,
Martians Go Home,Taurus Ent.,Unknown,89,PG-13,,
Torrents of Spring,Miramax,Romance,101,PG-13,,
A Man Called Sarge,Cannon Films,Unknown,88,PG-13,,
A Show of Force,Paramount,Unknown,92,R,,
Chicago Joe and the Showgirl,New Line,Unknown,105,R,,
Why Me?,Triumph,Unknown,87,R,,
Fools of Fortune,New Line,Unknown,109,PG-13,,
Speaking Parts,Zeitgeist,Unknown,93,Unrated,,
Happy Together (1990),Borde Releasing,Romantic Comedy,102,PG-13,,
The Spirit of '76,Columbia,Unknown,81,PG-13,,
Spontaneous Combustion,Taurus Ent.,Unknown,97,R,,
Twister (1990),Greycat,Unknown,93,PG-13,,
Red Surf,Academy Entertainment,Unknown,106,R,,
Diamond's Edge,Castle Hill,Unknown,83,PG,,
Pathfinder (1990),International Film Exchange,Foreign,86,Unrated,,
The Feud,Castle Hill,Unknown,97,R,,
Batman,Warner Bros.,Action / Adventure,126,PG-13,35000000,160160000
Indiana Jones and the Last Crusade,Paramount,Period Adventure,127,PG-13,48000000,277000000
Lethal Weapon 2,Warner Bros.,Action Comedy,113,R,,80600000
Look Who's Talking,TriStar,Family Comedy,93,PG-13,,156911000
"Honey, I Shrunk the Kids",Buena Vista,Family Adventure,101,PG,,92000000
Back to the Future Part II,Universal,Sci-Fi Adventure,108,PG,40000000,213500000
Ghostbusters II,Columbia,Horror Comedy,102,PG,,102900000
Driving Miss Daisy,Warner Bros.,Comedy / Drama,99,PG,,39200000
Parenthood,Universal,Comedy / Drama,124,PG-13,,26250000
Dead Poets Society,Buena Vista,Drama,128,PG,,95860116
When Harry Met Sally...,Columbia,Romantic Comedy,96,R,,
The War of the Roses,Fox,Comedy Thriller,116,R,,73300000
The Little Mermaid,Buena Vista,Animation,83,G,,99800000
Steel Magnolias,TriStar,Comedy / Drama,117,PG,,12145000
Christmas Vacation,Warner Bros.,Comedy,97,PG-13,,
Turner & Hooch,Buena Vista,Action Comedy,97,PG,,
Born on the Fourth of July,Universal,War Drama,145,R,,91000000
Uncle Buck,Universal,Comedy,100,PG,,12500000
Field of Dreams,Universal,Sports Drama,107,PG,,20000000
Tango & Cash,Warner Bros.,Action Comedy,104,R,,
Harlem Nights,Paramount,Period Comedy,115,R,,
Sea of Love,Universal,Romantic Thriller,113,R,,52308000
Pet Sematary,Paramount,Horror,103,R,,
The Abyss,Fox,Sci-Fi Adventure,146,PG-13,,35539051
Star Trek V:The Final Frontier,Paramount,Sci-Fi Adventure,107,PG,,
Major League,Paramount,Sports Comedy,107,R,,49797148
"See No Evil, Hear No Evil",TriStar,Comedy,90,R,,
Black Rain,Paramount,Action Thriller,125,R,,88000000
Always,Universal,Drama,123,PG,,30276000
K-9,Universal,Action Comedy,101,PG-13,,35000000
Three Fugitives,Buena Vista,Action Comedy,96,PG-13,,
Bill & Ted's Excellent Adventure,Orion Pictures,Sci-Fi Comedy,90,PG,,40485039
The Karate Kid Part III,Columbia,Sports Action,89,PG,,
The 'Burbs,Universal,Comedy,162,PG,,12500000
Fletch Lives,Universal,Comedy,95,PG,,4300000
Licence to Kill,United Artists,Action,133,PG-13,,121500000
Lean on Me,Warner Bros.,Drama,109,PG-13,,
The Bear,TriStar,Family Adventure,92,PG,,
Weekend at Bernie's,Fox,Comedy,97,PG-13,,
Road House,United Artists,Action,114,R,,30050028
Peter Pan (Re-issue) (1989),Buena Vista,Animation,77,G,,
The Dream Team,Universal,Comedy,113,PG-13,,
Do the Right Thing,Universal,Drama,120,R,,9750000
All Dogs Go to Heaven,United Artists,Animation,89,G,,27100027
Glory,TriStar,War,118,R,,
"sex, lies and videotape",Miramax,Drama,100,R,,
A Nightmare on Elm Street 5:The Dream Child,New Line,Horror,90,R,,
Dad,Universal,Comedy / Drama,118,PG,,5400000
Lock Up,TriStar,Action,115,R,,
Cousins,Paramount,Romantic Comedy,110,PG-13,,
The Rescuers (Re-issue) (1989),Buena Vista,Animation,76,G,,
Say Anything,Fox,Romantic Comedy,100,PG-13,,733811
An Innocent Man,Buena Vista,Crime Drama,113,R,,
The Fly II,Fox,Sci-Fi Horror,105,R,,18881857
Skin Deep,Fox,Comedy,97,R,,
Blaze,Buena Vista,Period Comedy,118,R,,
Her Alibi,Warner Bros.,Romantic Comedy,94,PG,,
Casualties of War,Columbia,War Drama,114,R,,
Prancer,Orion Pictures,Family,103,G,,
The Fabulous Baker Boys,Fox,Music Drama,114,R,,
Crimes and Misdemeanors,Orion Pictures,Comedy Thriller,104,PG-13,,
Shocker,Universal,Horror,110,R,,
Chances Are,TriStar,Romantic Comedy,108,PG,,
No Holds Barred,New Line,Action,91,PG-13,,
Next of Kin,Warner Bros.,Action,109,R,,
Leviathan,MGM,Sci-Fi Horror,98,R,,
She-Devil,Orion Pictures,Comedy,95,PG-13,,
My Left Foot,Miramax,Drama,98,R,,
Kickboxer,Cannon Films,Sports Action,97,R,,
Friday the 13th Part VIII,Paramount,Horror,90,R,,
The Wizard,Universal,Family Adventure,100,PG,,
Great Balls of Fire!,Orion Pictures,Music Drama,108,PG-13,,
Family Business,TriStar,Crime Comedy,113,R,,
Pink Cadillac,Warner Bros.,Unknown,122,PG-13,,
She's Out of Control,Columbia,Unknown,99,PG,,
Halloween 5,Galaxy International,Unknown,96,R,5000000,
Gross Anatomy,Buena Vista,Unknown,109,PG-13,,
Police Academy 6:City Under Siege,Warner Bros.,Comedy,84,PG,,
Young Einstein,Warner Bros.,Unknown,91,PG,,
Who's Harry Crumb?,TriStar,Unknown,89,PG-13,,
New York Stories,Buena Vista,Unknown,124,PG,,
The Package,Orion Pictures,Thriller,108,R,,
We're No Angels,Paramount,Unknown,101,PG-13,20000000,
Cyborg,Cannon Films,Sci-Fi Action,86,R,,
Henry V,Samuel Goldwyn,Unknown,137,PG-13,9000000,
Criminal Law,Hemdale,Unknown,117,R,,
Tap,TriStar,Unknown,111,PG-13,,
Renegades,Universal,Action Comedy,106,R,,
Scandal,Miramax,Unknown,114,R,,
True Believer,Columbia,Unknown,104,R,,
Troop Beverly Hills,Columbia,Unknown,100,PG,,
Cheetah,Buena Vista,Unknown,83,G,,
Deepstar Six,TriStar,Sci-Fi Horror,103,R,,
Dead Bang,Warner Bros.,Unknown,103,R,,
The Adventures of Baron Munchausen,Columbia,Unknown,125,PG,,
Dead Calm,Warner Bros.,Unknown,96,R,,
"Enemies, A Love Story",Fox,Unknown,119,R,,
Disorganized Crime,Buena Vista,Unknown,101,R,,
Johnny Handsome,TriStar,Unknown,96,R,,
Lawrence of Arabia (re-issue) (1989),Columbia,Unknown,216,PG,,
Relentless,New Line,Unknown,92,R,,
Shag:The Movie,Hemdale,Unknown,99,PG,,
Roger and Me,Warner Bros.,Documentary,91,R,160000,1000000
Music Box,TriStar,Unknown,126,PG-13,,
UHF,Orion Pictures,Unknown,97,PG-13,,6157157
Shirley Valentine,Paramount,Unknown,108,R,,
Immediate Family,Columbia,Unknown,99,PG-13,,
Millennium,Fox,Unknown,108,PG-13,,
Dream a Little Dream,Vestron,Comedy,114,PG-13,,
Second Sight,Warner Bros.,Unknown,83,PG,,
Let It Ride,Paramount,Unknown,90,PG-13,,
See You in the Morning,Warner Bros.,Unknown,119,PG-13,,
Drugstore Cowboy,Avenue Pict.,Unknown,100,R,,
The January Man,MGM,Unknown,97,R,,
The Mighty Quinn,MGM,Unknown,99,R,,
Staying Together,Hemdale,Unknown,92,R,,
Listen to Me,Columbia,Unknown,107,PG-13,,
Red Scorpion,Shapiro-Glickenhaus,Unknown,102,R,,
Loverboy,TriStar,Romantic Comedy,99,PG-13,,
Phantom of the Opera (1989),21st Century Film,Unknown,99,R,,
Earth Girls Are Easy,Vestron,Unknown,99,PG,,
A Dry White Season,MGM,Unknown,97,R,,
Worth Winning,Fox,Unknown,103,PG-13,,
Old Gringo,Columbia,Unknown,119,R,,
Fat Man and Little Boy,Paramount,Unknown,126,PG-13,,
Physical Evidence,Columbia,Unknown,99,R,,
In Country,Warner Bros.,Unknown,120,R,,
Kinjite,Cannon Films,Unknown,98,R,,
Camille Claudel,Orion Classics,Foreign,158,R,,
Rude Awakening,Orion Pictures,Unknown,100,R,,
Speed Zone,Orion Pictures,Unknown,95,PG,,
Fright Night II,New Century,Unknown,108,R,,
976-Evil,New Line,Unknown,92,R,,
The Adventures of Milo and Otis,Columbia,Unknown,76,G,,
Gleaming the Cube,Fox,Unknown,100,PG-13,,
Farewell to the King,Orion Pictures,Unknown,114,PG-13,,
Gone with the Wind (Re-issue) (1989),MGM,Historical Epic,238,G,,
Chocolat (1989),Orion Classics,Drama,105,PG-13,,
Sing,TriStar,Unknown,99,PG-13,,
Scenes From the Class Struggle in Beverly Hills,Cinecom,Unknown,95,R,,
Jacknife,Cineplex Odeon,Unknown,102,R,,
Rooftops,New Century,Unknown,95,R,,
Winter People,Columbia,Unknown,111,PG-13,,
Erik the Viking,Orion Pictures,Unknown,104,PG-13,,
Communion,New Line,Unknown,101,R,,
Breaking In,Samuel Goldwyn,Unknown,94,R,,
Cookie,Warner Bros.,Unknown,93,R,,
Miss Firecracker,Corsair,Unknown,102,PG,,
Bloodfist,Concorde,Action,86,R,,
The Horror Show,MGM,Unknown,94,R,,
Best of the Best,Taurus Ent.,Action,97,PG-13,,
How I Got Into College,Fox,Comedy,86,PG-13,,
Mystery Train,Orion Classics,Unknown,110,R,,
Stepfather 2,Miramax,Horror Thriller,88,R,,
The 2nd Animation Celebration,EXP Ent.,Animation,,Unrated,,
True Love,MGM,Unknown,101,R,,
The Navigator (Re-issue),Circle,Comedy,60,Unrated,,
Romero,Four Seasons,Unknown,102,PG-13,,
Babar:The Movie,New Line,Unknown,79,G,,
Apartment Zero,Skouras,Unknown,124,R,,
Little Vera,IFEX,Unknown,110,Unrated,,
Queen of Hearts,Cinecom,Unknown,103,PG,,
High Hopes,Skouras,Unknown,110,PG,,
Murmur of the Heart (Re-issue),Orion Classics,Unknown,118,R,,
Miracle Mile,Hemdale,Unknown,87,R,,
Valmont,Orion Pictures,Unknown,137,R,,
Heathers,New World,Comedy,102,R,,
Heart of Dixie,Orion Pictures,Unknown,95,PG,,
Wired,Taurus Ent.,Comedy / Drama,109,R,,
The Music Teacher,Orion Classics,Foreign,100,PG,,
The Little Thief,Miramax,Unknown,109,R,,
Welcome Home,Columbia,Drama,96,R,,
Pumpkinhead (Re-issue),United Artists,Unknown,86,R,,
Getting It Right,MCEG,Unknown,102,R,,
American Ninja 3:Blood Hunt,Cannon Films,Action,90,R,,
Parents,Vestron,Horror Comedy,81,R,3000000,
Crack House,Cannon Films,Unknown,91,R,,
The Terror Within,Concorde,Unknown,90,R,,
Little Monsters,United Artists,Unknown,100,PG,,
The Toxic Avenger Part II,Troma,Unknown,95,R,,
For All Mankind,Apollo Associates,Documentary,80,Unrated,,
The Girl in a Swing,Miramax,Unknown,117,R,,
Vampire's Kiss,Hemdale,Unknown,103,R,,
La Lectrice,Orion Classics,Unknown,98,R,,
"Distant Voices, Still Lives",Avenue Pict.,Unknown,84,PG-13,,
War Party,Hemdale,Unknown,97,R,,
Wuthering Heights (Re-issue),Samuel Goldwyn,Unknown,103,Unrated,,
The Wizard of Oz (1989 re-issue),MGM,Fantasy,101,G,,
Eddie and the Cruisers II,Scotti Bros.,Unknown,103,PG-13,,
"Thelonious Monk:Straight, No Chaser",Warner Bros.,Documentary,90,PG-13,,
Slaves of New York,TriStar,Unknown,124,R,,
The Rainbow,Vestron,Drama,113,R,,
Akira,Streamline,Animation,124,R,,553171
How to Get Ahead in Advertising,Warner Bros.,Comedy,94,R,,
Triumph of the Spirit,Triumph,Sports Drama,120,R,,
The Toxic Avenger Part III:The Last Temptation of Toxie,Troma,Unknown,98,R,,
Night Game,Trans World Ent.,Unknown,95,R,,
Crusoe,Island Pictures,Unknown,91,PG-13,,
Out Cold (1989),Hemdale,Unknown,88,R,,
Powwow Highway,Warner Bros.,Unknown,88,R,,
Kill Me Again,Interstar,Unknown,94,R,4000000,
Heavy Petting,Skouras,Documentary,78,R,,
Paperhouse,Vestron,Unknown,92,PG-13,,
Weapons of the Spirit,First Run,Documentary,90,Unrated,,
A Chorus of Disapproval,South Gate Entertainment,Comedy,92,PG,,
The Rachel Papers,United Artists,Romantic Comedy,95,R,,
The Return of the Swamp Thing,Millimeter,Unknown,88,PG-13,,
Beverly Hills Brats,Taurus Ent.,Comedy,90,PG-13,,
For Queen and Country,Atlantic,Unknown,105,R,,
The Experts,Paramount,Unknown,83,PG-13,,
Night Visitor,MGM,Horror,94,R,,
Under the Boardwalk,New World,Unknown,103,R,,
The Big Picture,Columbia,Unknown,102,PG-13,,
Race for Glory,New Century,Unknown,96,R,,
Signs of Life,Avenue Pict.,Unknown,90,PG-13,,
Mind Games,MGM,Thriller,93,R,,
Hanussen,Columbia,Foreign,140,R,,
Me and Him,Columbia,Unknown,93,R,,
After Midnight,MGM,Unknown,93,R,,
"Bert Rigby, You're a Fool",Warner Bros.,Unknown,94,R,,
When the Whales Came,Fox,Unknown,100,PG,,
Manifesto,Cannon Films,Unknown,96,R,,
Under the Sun of Satan,Alive Films,Unknown,93,Unrated,,
Cohen and Tate,Hemdale,Unknown,85,R,,
Survival Quest,MGM,Unknown,96,R,,
Rachel River,Taurus Ent.,Unknown,85,PG,,
Ten Little Indians,Cannon Films,Unknown,90,PG,,
"Fear, Anxiety and Depression",Samuel Goldwyn,Unknown,85,R,,
Bloodhounds of Broadway,Columbia,Unknown,93,PG,,
Animal Behavior,Miramax,Unknown,85,PG,,
New Year's Day,Rainbow Releasing,Comedy / Drama,89,R,,
Checking Out,Warner Bros.,Unknown,95,R,,
Teen Witch,Trans World Ent.,Unknown,94,PG-13,,
Echoes of Paradise,Quartet,Drama,92,R,,
Blood Red,Hemdale,Unknown,99,R,,
The Time Guardian,Hemdale,Unknown,87,PG,,
Far From Home,Vestron,Unknown,86,R,,
High Stakes,Trimark,Unknown,98,R,,
Hit List,New Line,Unknown,87,R,,
Catch Me If You Can (1989),MCEG,Unknown,106,PG,,
Rain Man,MGM,Drama,133,R,25000000,182000000
Who Framed Roger Rabbit,Buena Vista,Fantasy Comedy,103,PG,70000000,173351588
Coming to America,Paramount,Romantic Comedy,116,R,,128152301
Big,Fox,Fantasy Comedy,104,PG,,36700000
Twins,Universal,Comedy,105,PG,15000000,104676000
Crocodile Dundee II,Paramount,Adventure Comedy,110,PG,,130300000
Die Hard,Fox,Action Thriller,131,R,28000000,57759104
The Naked Gun:From the Files of Police Squad!,Paramount,Comedy,84,PG-13,,
Cocktail,Buena Vista,Romance,104,R,,93282028
Beetlejuice,Warner Bros.,Horror Comedy,92,PG,,
Working Girl,Fox,Romantic Comedy,114,R,,39173635
A Fish Called Wanda,MGM,Crime Comedy,108,R,,
Scrooged,Paramount,Fantasy Comedy,100,PG-13,,
Willow,MGM,Fantasy,126,PG,,
Beaches,Buena Vista,Drama,123,PG-13,,
Rambo III,TriStar,Action,102,R,63000000,135300000
Oliver & Company,Buena Vista,Animation,74,G,,
Bull Durham,Orion Pictures,Sports Comedy,108,R,,
A Nightmare on Elm Street 4:The Dream Master,New Line,Horror,99,R,,
The Land Before Time,Universal,Animation,67,G,,36368000
Colors,Orion Pictures,Action / Crime,127,R,,
Young Guns,Fox,Western,102,R,,
Biloxi Blues,Universal,Comedy / Drama,107,PG-13,,8500000
Dirty Rotten Scoundrels,Orion Pictures,Comedy,110,PG,,42039085
The Great Outdoors,Universal,Comedy,91,PG,,41455230
Tequila Sunrise,Warner Bros.,Romantic Thriller,116,R,,
Big Business,Buena Vista,Comedy,97,PG,,
Bambi (Re-issue) (1988),Buena Vista,Animation,69,G,,
Midnight Run,Universal,Action Comedy,127,R,,43200000
The Dead Pool,Warner Bros.,Action Thriller,92,R,,
Red Heat,TriStar,Action Comedy,106,R,,
Dangerous Liaisons,Warner Bros.,Period Drama,119,R,,
Mississippi Burning,Orion Pictures,Drama / Thriller,127,R,,
Child's Play,United Artists,Horror,87,R,,10952000
The Accidental Tourist,Warner Bros.,Romance,121,PG,,
The Accused,Paramount,Drama,119,R,,
Shoot to Kill,Buena Vista,Action Thriller,110,R,,
Ernest Saves Christmas,Buena Vista,Family Comedy,95,PG,,
Betrayed,United Artists,Romantic Thriller,127,R,,
Funny Farm,Warner Bros.,Comedy,101,PG,,
Alien Nation,Fox,Sci-Fi Action,91,R,,6938804
Gorillas in the Mist,Universal,Drama,130,PG-13,,36429000
The Fox and the Hound (re-issue),Buena Vista,Animation,83,G,,
License to Drive,Fox,Comedy,88,PG-13,,
Short Circuit 2,TriStar,Sci-Fi Comedy,111,PG,,
Married to the Mob,Orion Pictures,Crime Comedy,104,R,,
Punchline,Columbia,Comedy / Drama,122,R,,
The Presidio,Paramount,Action Thriller,96,R,,
Action Jackson,Lorimar,Action,95,R,,
Tucker:The Man and His Dream,Paramount,Period Drama,110,PG,,
The Serpent and the Rainbow,Universal,Horror,98,R,,
Police Academy 5:Assignment:Miami Beach,Warner Bros.,Comedy,90,PG,,
Friday the 13th Part VII,Paramount,Horror,90,R,,
Cocoon:The Return,Fox,Sci-Fi Adventure,116,PG,,6100000
The Seventh Sign,TriStar,Horror Thriller,97,R,,
Above the Law,Warner Bros.,Action,99,R,,
Halloween 4:The Return of Michael Myers,Galaxy International,Horror,88,R,5000000,
Frantic,Warner Bros.,Thriller,120,R,,
Johnny Be Good,Orion Pictures,Comedy,86,R,,
For Keeps,TriStar,Romance,98,PG-13,,
Crossing Delancey,Warner Bros.,Romantic Comedy,97,PG,,
